Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
.	YMR155W	chrXIII	+	570194	570317	7.225806	7.321965	21.277531
.	YMR157C	chrXIII	-	571251	571277	2.037037	2.064145	5.998378
.	YMR158C-A	chrXIII	-	573149	573194	5.230639	5.300246	15.402445
.	YMR160W	chrXIII	+	577516	577654	9.978417	10.111206	29.383030
.	YMR165C	chrXIII	-	589939	590040	8.539216	8.652852	25.145075
.	YMR167W	chrXIII	+	597195	597223	5.000000	5.066538	14.723292
.	YMR172W	chrXIII	+	608140	608242	8.398058	8.509817	24.729416
.	YMR175W	chrXIII	+	611255	611342	3.886364	3.938082	11.444015
.	YMR175W-A	chrXIII	+	611508	611582	1.520000	1.540228	4.475881
.	YMR178W	chrXIII	+	619303	619559	50.941635	51.619549	150.005722
.	YMR179W	chrXIII	+	622134	622211	11.487180	11.640047	33.825821
.	YMR181C	chrXIII	-	623325	623616	57.695206	58.462994	169.892670
.	YMR182C	chrXIII	-	624389	624532	19.847221	20.111340	58.443291
.	YMR184W	chrXIII	+	628785	628863	8.898734	9.017155	26.203732
.	YMR185W	chrXIII	+	631970	631982	4.230769	4.287071	12.458170
.	YMR187C	chrXIII	-	634678	634689	19.750000	20.012829	58.157009
.	YMR189W	chrXIII	+	640604	640724	11.471074	11.623727	33.778393
.	YMR190C	chrXIII	-	640758	640915	7.601266	7.702420	22.383131
.	YMR191W	chrXIII	+	646777	646795	37.473682	37.972370	110.347214
.	YMR192W	chrXIII	+	649280	649296	11.823529	11.980872	34.816254
.	YMR196W	chrXIII	+	658342	658807	95.289703	96.557785	280.595642
.	YMR197C	chrXIII	-	658499	658545	0.000000	0.000000	0.000000
.	YMR199W	chrXIII	+	664284	664405	21.008196	21.287764	61.861961
.	YMR202W	chrXIII	+	668205	668282	15.000000	15.199615	44.169876
.	YMR203W	chrXIII	+	669655	669719	45.415386	46.019756	133.732803
.	YMR208W	chrXIII	+	685798	686298	16.650698	16.872278	49.030617
.	YMR209C	chrXIII	-	685901	685911	0.000000	0.000000	0.000000
.	YMR210W	chrXIII	+	688865	688926	10.919354	11.064665	32.153767
.	YMR211W	chrXIII	+	690510	690521	26.416666	26.768209	77.788055
.	YMR213W	chrXIII	+	695153	695333	1.569061	1.589941	4.620348
.	YMR215W	chrXIII	+	698370	698504	13.007407	13.180505	38.302372
.	YMR216C	chrXIII	-	698798	698811	13.714286	13.896790	40.383888
.	YMR217W	chrXIII	+	703367	703401	17.000000	17.226229	50.059193
.	YMR219W	chrXIII	+	712109	712213	4.409524	4.468204	12.984542
.	YMR221C	chrXIII	-	713651	713931	20.138790	20.406790	59.301857
.	YMR220W	chrXIII	+	713671	713690	0.000000	0.000000	0.000000
.	YMR224C	chrXIII	-	718519	718575	19.175438	19.430618	56.465115
.	YMR226C	chrXIII	-	721364	721593	13.004348	13.177405	38.293365
.	YMR228W	chrXIII	+	725651	725673	3.826087	3.877003	11.266520
.	YMR230W	chrXIII	+	733141	733477	25.349186	25.686523	74.644691
.	YMR230W-A	chrXIII	+	733456	733477	1.863636	1.888437	5.487772
.	YMR234W	chrXIII	+	741312	741323	19.333334	19.590614	56.930065
.	YMR238W	chrXIII	+	747729	747882	13.253246	13.429616	39.026287
.	YMR239C	chrXIII	-	748188	748262	10.026667	10.160098	29.525108
.	YMR240C	chrXIII	-	749918	749930	4.076923	4.131177	12.005146
.	YMR241W	chrXIII	+	752905	753121	7.963134	8.069103	23.448706
.	YMR243C	chrXIII	-	754652	754838	22.593582	22.894249	66.530380
.	YMR244W	chrXIII	+	758317	758338	4.045455	4.099290	11.912483
.	YMR244C-A	chrXIII	-	758499	758517	34.789474	35.252438	102.443123
.	YMR246W	chrXIII	+	761891	762624	72.617165	73.583527	213.832748
.	snR86	chrXIII	-	761986	762110	0.000000	0.000000	0.000000
.	YMR247C	chrXIII	-	763319	763351	1.454545	1.473902	4.283138
.	YMR250W	chrXIII	+	772558	772685	152.406235	154.584824	449.221436
.	YMR251W	chrXIII	+	774015	774040	8.846154	8.963875	26.048903
.	YMR253C	chrXIII	-	775878	775946	6.521739	6.608528	19.204294
.	YMR254C	chrXIII	-	777587	777615	5.068965	5.136421	14.926371
.	YMR255W	chrXIII	+	778567	779172	53.221123	53.929371	156.718048
.	YMR256C	chrXIII	-	778935	778945	0.000000	0.000000	0.000000
.	YMR259C	chrXIII	-	784438	784621	6.489130	6.575485	19.108271
.	YMR260C	chrXIII	-	789102	789378	126.967506	128.657135	373.875916
.	YMR261C	chrXIII	-	790156	790205	48.860001	49.510208	143.876007
.	YMR262W	chrXIII	+	794667	794908	15.809917	16.020309	46.554806
.	YMR264W	chrXIII	+	796416	797718	28.187260	28.562365	83.001854
.	YMR266W	chrXIII	+	801379	801406	5.392857	5.464623	15.880121
.	YMR268C	chrXIII	-	802849	802888	16.825001	17.048901	49.543877
.	YMR269W	chrXIII	+	805091	805126	0.972222	0.985160	2.862862
.	YMR270C	chrXIII	-	805263	805326	1.859375	1.884119	5.475224
.	YMR271C	chrXIII	-	806767	806865	13.979798	14.165836	41.165730
.	YMR315W-A	chrXIII	+	904393	904505	1.743363	1.766563	5.133608
.	YMR316C-A	chrXIII	-	905513	905662	66.273331	67.155266	195.152328
.	YMR316W	chrXIII	+	905835	905857	42.739132	43.307884	125.852142
.	YMR318C	chrXIII	-	910004	911061	11.152174	11.300583	32.839344
.	YMR317W	chrXIII	+	910786	910908	0.000000	0.000000	0.000000
.	YMR319C	chrXIII	-	912859	912880	17.500000	17.732883	51.531521
.	YMR321C	chrXIII	-	917466	917579	1.745614	1.768844	5.140237
.	YMR322C	chrXIII	-	918334	918366	2.000000	2.026615	5.889317
.	YNL339C	chrXIV	-	285	371	4.843679	4.908136	14.262980
.	YNL335W	chrXIV	+	12129	12933	13.136024	13.310834	38.681103
.	YNL332W	chrXIV	+	15854	16137	5.471831	5.544648	16.112673
.	YNL329C	chrXIV	-	19449	19541	4.473118	4.532645	13.171807
.	YNL328C	chrXIV	-	22817	22834	2.111111	2.139205	6.216501
.	YNL326C	chrXIV	-	27111	27337	3.559471	3.606839	10.481426
.	YNL325C	chrXIV	-	28702	28739	1.973684	1.999949	5.811825
.	YNL323W	chrXIV	+	33188	33325	22.239130	22.535080	65.486641
.	YNL322C	chrXIV	-	33194	33294	0.000000	0.000000	0.000000
.	YNL321W	chrXIV	+	37422	37459	17.289474	17.519556	50.911594
.	YNL318C	chrXIV	-	38672	38707	7.694445	7.796840	22.657513
.	YNL054W	chrXIV	+	529583	529598	22.250000	22.546095	65.518646
.	YNL052W	chrXIV	+	532186	532452	52.093632	52.786873	153.397949
.	YNL050C	chrXIV	-	534029	534079	8.176471	8.285279	24.076912
.	YNL049C	chrXIV	-	535133	535281	7.691275	7.793628	22.648178
.	YNL048W	chrXIV	+	539819	539830	11.825700	11.983072	34.822651
.	YNL047C	chrXIV	-	539883	539911	5.040933	5.108015	14.843822
.	YNL046W	chrXIV	+	542822	542836	31.933332	32.358288	94.032753
.	YNL045W	chrXIV	+	544978	545210	26.278971	26.628681	77.382591
.	YNL044W	chrXIV	+	545877	545937	19.573771	19.834249	57.638065
.	tP(UGG)N1	chrXIV	+	547196	547213	2.122179	2.150420	6.249092
.	YNL042W	chrXIV	+	549290	549300	17.909090	18.147419	52.736156
.	YNL041C	chrXIV	-	549434	549468	17.828571	18.065826	52.499054
.	YNL040W	chrXIV	+	554750	554920	22.877193	23.181635	67.365524
.	YNL039W	chrXIV	+	556832	556961	11.700000	11.855700	34.452507
.	YNL037C	chrXIV	-	557171	557920	68.448090	69.358971	201.556244
.	YNL038W	chrXIV	+	557783	557865	0.000000	0.000000	0.000000
.	YNL036W	chrXIV	+	560479	560609	25.206106	25.541538	74.223373
.	tT(AGU)N2	chrXIV	-	560651	560693	1.023256	1.036873	3.013139
.	YNL315C	chrXIV	-	43213	43324	11.776786	11.933506	34.678612
.	YNL313C	chrXIV	-	45189	45308	7.675000	7.777136	22.600254
.	YNL314W	chrXIV	+	45214	45232	0.000000	0.000000	0.000000
.	YNL311C	chrXIV	-	49383	49397	19.400000	19.658167	57.126373
.	YNL310C	chrXIV	-	51689	51907	24.657534	24.985666	72.608017
.	YNL306W	chrXIV	+	58808	59184	64.180374	65.034462	188.989288
.	YNL305C	chrXIV	-	58887	58898	0.000000	0.000000	0.000000
.	YNL302C	chrXIV	-	61746	61958	120.208923	121.808617	353.974213
.	YNL301C	chrXIV	-	63543	63570	5.142857	5.211297	15.143957
.	YNL300W	chrXIV	+	66052	66075	16.208334	16.424028	47.728008
.	YNL299W	chrXIV	+	68445	68581	4.956204	5.022159	14.594328
.	YNL298W	chrXIV	+	71443	71659	9.529954	9.656775	28.062460
.	YNL291C	chrXIV	-	83895	84169	20.956364	21.235241	61.709335
.	YNL292W	chrXIV	+	84017	84158	0.000000	0.000000	0.000000
.	YNL290W	chrXIV	+	87240	87354	56.817390	57.573494	167.307816
.	snR40	chrXIV	+	89306	89364	3.796610	3.847134	11.179720
.	YNL288W	chrXIV	+	91424	91578	17.316130	17.546564	50.990089
.	YNL286W	chrXIV	+	96080	96192	22.097345	22.391407	65.069138
.	YNL284C-B	chrXIV	-	96950	96964	37.970833	38.476135	111.811127
.	tT(AGU)N1	chrXIV	+	104877	104931	3.818182	3.868993	11.243241
.	YNL283C	chrXIV	-	105099	105184	15.348837	15.553094	45.197083
.	YNL282W	chrXIV	+	108274	108426	16.281046	16.497707	47.942120
.	YNL281W	chrXIV	+	108928	108942	641.733337	650.273315	1889.685425
.	YNL277W-A	chrXIV	+	116867	116892	1.076923	1.091254	3.171170
.	YNL277W	chrXIV	+	118809	118938	14.369231	14.560451	42.312477
.	YNL275W	chrXIV	+	120998	121079	9.841463	9.972429	28.979746
.	YNL273W	chrXIV	+	126599	126647	2.877551	2.915844	8.473405
.	YNL270C	chrXIV	-	135922	135940	0.947368	0.959975	2.789675
.	YNL268W	chrXIV	+	140385	140437	59.132076	59.918983	174.123764
.	YNL265C	chrXIV	-	144268	144280	5.615385	5.690113	16.535391
.	YNL264C	chrXIV	-	145551	145563	32.538460	32.971474	95.814659
.	YNL262W	chrXIV	+	154880	154928	6.591837	6.679559	19.410707
.	YNL260C	chrXIV	-	155763	156859	40.837738	41.381191	120.253197
.	YNL259C	chrXIV	-	157486	157644	31.490566	31.909630	92.728958
.	YNL258C	chrXIV	-	157897	158109	6.619718	6.707812	19.492811
.	YNL257C	chrXIV	-	160496	160631	2.441176	2.473662	7.188429
.	YNL252C	chrXIV	-	171365	171441	16.207792	16.423479	47.726410
.	YNL251C	chrXIV	-	172489	172588	16.650000	16.871571	49.028561
.	YNL250W	chrXIV	+	179348	179404	24.877193	25.208250	73.254837
.	YNL249C	chrXIV	-	179355	179394	0.000000	0.000000	0.000000
.	YNL247W	chrXIV	+	185178	185347	18.947060	19.199200	55.792618
.	YNL245C	chrXIV	-	186328	186346	14.421053	14.612963	42.465076
.	YNL243W	chrXIV	+	190957	191040	2.083333	2.111057	6.134704
.	YNL242W	chrXIV	+	196102	196115	10.928572	11.074004	32.180912
.	YNL241C	chrXIV	-	196183	196426	79.614754	80.674240	234.438248
.	YNL239W	chrXIV	+	201933	202111	15.966480	16.178955	47.015831
.	YNL238W	chrXIV	+	204872	204909	6.578948	6.666498	19.372755
.	YNL234W	chrXIV	+	211513	211599	19.183908	19.439201	56.490055
.	YNL233W	chrXIV	+	214600	214756	8.038217	8.145186	23.669802
.	YNL231C	chrXIV	-	215602	215987	71.922279	72.879395	211.786545
.	YNL232W	chrXIV	+	215801	215982	0.000000	0.246495	0.716312
.	YNL230C	chrXIV	-	217141	217523	15.553525	15.760505	45.799820
.	YNL229C	chrXIV	-	218820	219137	50.059750	50.725925	147.408859
.	YNL227C	chrXIV	-	220475	220659	11.389189	11.540752	33.537270
.	YNL225C	chrXIV	-	222576	222724	5.644295	5.719407	16.620522
.	YNL223W	chrXIV	+	228854	228925	2.902778	2.941407	8.547689
.	snR19	chrXIV	-	230093	230105	3.615385	3.663497	10.646074
.	YNL220W	chrXIV	+	235714	235829	14.077586	14.264925	41.453682
.	YNL219C	chrXIV	-	235895	235996	12.450980	12.616673	36.663883
.	YNL217W	chrXIV	+	241311	241484	20.034483	20.301094	58.994705
.	YNL215W	chrXIV	+	245430	246505	31.651487	32.072693	93.202820
.	YNL209W	chrXIV	+	253900	254119	27.647728	28.015654	81.413116
.	YNL207W	chrXIV	+	256630	256822	39.787563	40.317043	117.160782
.	YNL204C	chrXIV	-	258364	258375	0.916667	0.928866	2.699271
.	YNL202W	chrXIV	+	260456	260496	2.243902	2.273763	6.607525
.	YNL200C	chrXIV	-	263534	263713	45.400002	46.004169	133.687485
.	YNL199C	chrXIV	-	264913	264926	33.785713	34.235321	99.487381
.	YNL196C	chrXIV	-	270244	270275	1.062500	1.076639	3.128700
.	YNL195C	chrXIV	-	271429	271523	2.231579	2.261276	6.571238
.	YNL194C	chrXIV	-	272502	272710	9.363636	9.488245	27.572712
.	YNL193W	chrXIV	+	276044	276115	2.638889	2.674006	7.770627
.	YNL192W	chrXIV	+	279897	279991	7.494737	7.594474	22.069441
.	YNL189W	chrXIV	+	285888	286187	6.383333	6.468280	18.796736
.	YNL185C	chrXIV	-	292181	292193	58.384617	59.161572	171.922745
.	YNL183C	chrXIV	-	292981	293137	6.745223	6.834986	19.862377
.	YNL182C	chrXIV	-	295858	295960	16.961164	17.186876	49.944836
.	YNL180C	chrXIV	-	299507	299654	61.959461	62.783997	182.449448
.	YNL181W	chrXIV	+	299558	299640	0.000000	0.000000	0.000000
.	YNL178W	chrXIV	+	303402	303748	82.509995	83.608093	242.964005
.	YNL177C	chrXIV	-	303435	303686	0.000151	0.000153	0.000445
.	YNL175C	chrXIV	-	307287	307401	30.365217	30.769304	89.415192
.	YNL173C	chrXIV	-	308794	308957	13.128049	13.302752	38.657619
.	YNL169C	chrXIV	-	316141	316169	14.275862	14.465839	42.037537
.	YNL167C	chrXIV	-	319288	319416	38.728683	39.244068	114.042747
.	YNL166C	chrXIV	-	322100	322219	12.300000	12.463684	36.219299
.	YNL164C	chrXIV	-	325029	325265	23.160337	23.468548	68.199287
.	YNL163C	chrXIV	-	326712	326741	3.133333	3.175031	9.226599
.	YNL162W	chrXIV	+	332154	332168	39.666603	40.194469	116.804596
.	YNL159C	chrXIV	-	338432	338478	17.212767	17.441828	50.685715
.	YNL158W	chrXIV	+	340208	340218	38.000000	38.505692	111.897018
.	YNL157W	chrXIV	+	340858	341131	15.415996	15.621210	45.395027
.	YNL156C	chrXIV	-	341059	341069	0.000061	0.000062	0.000180
.	YNL154C	chrXIV	-	343373	343636	48.071968	48.711689	141.555527
.	YNL152W	chrXIV	+	347542	347561	7.150000	7.245150	21.054308
.	YNL151C	chrXIV	-	347720	347766	29.255320	29.644638	86.146927
.	YNL149C	chrXIV	-	348918	349367	14.753333	14.949665	43.443527
.	YNL148C	chrXIV	-	349789	349907	21.411764	21.696703	63.050331
.	YNL147W	chrXIV	+	351383	351399	26.235231	26.584360	77.253799
.	YNL145W	chrXIV	+	352530	352557	1385.892822	1404.335693	4080.980957
.	YNL144C	chrXIV	-	352780	352820	0.975610	0.988593	2.872838
.	YNL143C	chrXIV	-	355783	356794	18.734190	18.983498	55.165791
.	YNL142W	chrXIV	+	358952	359002	5.019608	5.086407	14.781031
.	YNL141W	chrXIV	+	360639	360667	31.206833	31.622185	91.893646
.	YNL139C	chrXIV	-	360912	360924	55.769230	56.511387	164.221329
.	YNL137C	chrXIV	-	368582	368595	34.428570	34.886734	101.380386
.	YNL134C	chrXIV	-	372436	372451	399.875000	405.196381	1177.495361
.	YNL132W	chrXIV	+	378491	378639	2.711409	2.747492	7.984173
.	YNL131W	chrXIV	+	379225	379241	649.176453	657.815491	1911.602905
.	YNL129W	chrXIV	+	382202	382648	21.270693	21.553753	62.634922
.	YNL128W	chrXIV	+	383663	383686	1.791667	1.815510	5.275847
.	YNL124W	chrXIV	+	394370	394601	22.724077	23.026543	66.914825
.	YNL123W	chrXIV	+	397678	398405	61.804886	62.627422	181.994461
.	YNL119W	chrXIV	+	402521	402536	20.562437	20.836138	60.549538
.	YNL117W	chrXIV	+	408022	408071	3.039939	3.080455	8.951761
.	YNL112W	chrXIV	+	416281	416296	60.999939	61.811703	179.623993
.	YNL111C	chrXIV	-	416673	416940	13.858209	14.042628	40.807693
.	YNL107W	chrXIV	+	420778	421474	19.479136	19.738417	57.359577
.	YNL104C	chrXIV	-	424745	424895	35.278145	35.747612	103.882080
.	YNL103W	chrXIV	+	429753	429803	7.176471	7.271973	21.132256
.	YNL102W	chrXIV	+	434493	434553	3.065512	3.106369	9.027068
.	YNL100W	chrXIV	+	438317	438452	31.654350	32.075657	93.211433
.	YNL099C	chrXIV	-	438537	438567	35.258064	35.727264	103.822952
.	YNL097C	chrXIV	-	441224	441366	9.055944	9.176457	26.666662
.	YNL096C	chrXIV	-	443373	443398	31.807692	32.230976	93.662788
.	YNL095C	chrXIV	-	444780	444912	3.939850	3.992280	11.601512
.	YNL094W	chrXIV	+	449374	449689	21.623417	21.911175	63.673580
.	YNL093W	chrXIV	+	450530	450614	6.811765	6.902413	20.058321
.	YNL090W	chrXIV	+	457143	457157	100.533272	101.871185	296.036346
.	YNL087W	chrXIV	+	465947	465963	21.999937	22.292768	64.782486
.	YNL086W	chrXIV	+	466642	466697	4.107081	4.161799	12.094133
.	YNL078W	chrXIV	+	480991	481179	9.428511	9.554044	27.763924
.	YNL077W	chrXIV	+	482977	483068	6.532547	6.619543	19.236301
.	YNL076W	chrXIV	+	485310	485329	2.099936	2.127946	6.183783
.	YNL074C	chrXIV	-	486628	486766	12.482015	12.648120	36.755272
.	YNL073W	chrXIV	+	490116	490206	16.824175	17.048067	49.541451
.	YNL072W	chrXIV	+	491240	491317	3.871733	3.923319	11.401114
.	YNL071W	chrXIV	+	492971	492984	211.214218	214.025040	621.953857
.	YNL068C	chrXIV	-	495483	495701	9.666667	9.795307	28.465033
.	YNL067W	chrXIV	+	500256	500345	126.000000	127.676758	371.026947
.	YNL066W	chrXIV	+	502777	502801	64.040001	64.892220	188.575928
.	YNL065W	chrXIV	+	505484	505894	22.557178	22.857361	66.423187
.	YNL064C	chrXIV	-	505725	505868	0.000000	0.000020	0.000059
.	YNL062C	chrXIV	-	507589	508776	24.158249	24.479738	71.137787
.	YNL063W	chrXIV	+	508702	508742	0.000000	0.000000	0.000000
.	YNL059C	chrXIV	-	512093	512668	46.348957	46.965748	136.481842
.	YNL061W	chrXIV	+	512396	512666	0.000000	0.000000	0.000000
.	YNL058C	chrXIV	-	515681	515763	3.662651	3.711392	10.785256
.	YNL056W	chrXIV	+	517842	518000	99.962265	101.292526	294.354736
.	YNL055C	chrXIV	-	517948	517994	0.000000	0.290877	0.845285
.	YNL054W-B	chrXIV	+	524706	524794	18.223665	18.466179	53.662472
.	YNL019C	chrXIV	-	598364	598376	12.576923	12.744293	37.034744
.	YNL034W	chrXIV	+	572315	572409	2.231579	2.261276	6.571238
.	YNL031C	chrXIV	-	574377	575640	328.431183	332.801819	967.117615
.	YNL032W	chrXIV	+	575351	575388	0.000000	0.000000	0.000000
.	YNL030W	chrXIV	+	577038	578500	33.328094	33.771614	98.139854
.	YNL027W	chrXIV	+	581616	581644	1.034483	1.048249	3.046199
.	YNL026W	chrXIV	+	583374	583392	2.684211	2.719931	7.904085
.	YNL023C	chrXIV	-	588253	588263	18.545454	18.792248	54.610027
.	YNL015W	chrXIV	+	605611	605624	450.357147	456.350311	1326.147949
.	YNL012W	chrXIV	+	611665	611684	1.050000	1.063973	3.091891
.	YNL010W	chrXIV	+	614360	614599	83.712502	84.826515	246.504730
.	YNL008C	chrXIV	-	616057	616211	7.909678	8.014937	23.291300
.	YNL009W	chrXIV	+	616083	616210	0.000000	1.664830	4.837974
.	YNL005C	chrXIV	-	621013	621313	50.059799	50.725975	147.409012
.	YNL003C	chrXIV	-	624806	624975	10.776470	10.919881	31.733027
.	YNL001W	chrXIV	+	628616	628725	17.209091	17.438105	50.674896
.	YNR012W	chrXIV	+	648937	649416	35.204166	35.672649	103.664246
.	YNR013C	chrXIV	-	649014	649028	0.000000	0.000000	0.000000
.	YNR001C	chrXIV	-	629174	629622	45.175945	45.777130	133.027725
.	YNR002C	chrXIV	-	632769	633008	15.100000	15.300945	44.464340
.	YNR003C	chrXIV	-	634184	634344	20.540373	20.813717	60.484379
.	YNR007C	chrXIV	-	639171	639182	29.750000	30.145901	87.603584
.	YNR008W	chrXIV	+	642381	642518	40.275364	40.811333	118.597191
.	YNR009W	chrXIV	+	643439	643556	8.686440	8.802036	25.578598
.	YNR010W	chrXIV	+	644193	644203	9.909091	10.040957	29.178888
.	YNR016C	chrXIV	-	654656	654673	13.444445	13.623358	39.589298
.	YNR017W	chrXIV	+	663581	663892	96.807693	98.095970	285.065582
.	YNR019W	chrXIV	+	667267	667295	40.068966	40.602188	117.989410
.	YNR020C	chrXIV	-	667361	667410	10.260000	10.396536	30.212194
.	YNR021W	chrXIV	+	669591	669706	43.777519	44.856331	130.351913
.	YNR022C	chrXIV	-	669757	669774	289.500000	293.352570	852.478638
.	YNR023W	chrXIV	+	672118	672235	5.762712	5.839400	16.969219
.	YNR024W	chrXIV	+	672969	673313	40.959419	41.504490	120.611504
.	YNR029C	chrXIV	-	676895	677199	42.209835	42.771549	124.293564
.	YNR028W	chrXIV	+	677103	677121	0.000000	0.000000	0.000000
.	YNR031C	chrXIV	-	680493	680694	10.747525	10.890549	31.647789
.	YNR032C-A	chrXIV	-	685885	687243	66.887421	67.777534	196.960602
.	YNR032W	chrXIV	+	687116	687151	0.000000	0.008423	0.024476
.	YNR033W	chrXIV	+	689998	690024	1.666667	1.688846	4.907765
.	YNR034W	chrXIV	+	691286	691309	15.500000	15.706268	45.642204
.	YNR034W-A	chrXIV	+	692857	693056	53.000000	53.705303	156.066895
.	YNR035C	chrXIV	-	692887	693019	0.000000	11.732067	34.093231
.	YNR036C	chrXIV	-	694334	694361	265.250000	268.779846	781.070618
.	YNR037C	chrXIV	-	694809	695052	42.934425	43.505779	126.427216
.	YNR060W	chrXIV	+	742110	742282	4.774567	4.838105	14.059469
.	YNR038W	chrXIV	+	697484	697623	13.421429	13.600037	39.521526
.	YNR039C	chrXIV	-	697498	697614	0.000000	0.000000	0.000000
.	YNR040W	chrXIV	+	700460	700602	14.433566	14.625642	42.501923
.	YNR043W	chrXIV	+	703085	703131	7.531915	7.632147	22.178917
.	YNR044W	chrXIV	+	705876	705941	3.318180	3.362337	9.770906
.	YNR045W	chrXIV	+	707608	707752	4.841377	4.905807	14.256207
.	YNR049C	chrXIV	-	712628	713023	16.469696	16.688869	48.497635
.	YNR050C	chrXIV	-	714030	714048	114.842102	116.370377	338.170776
.	YNR051C	chrXIV	-	716685	716780	21.333334	21.617229	62.819382
.	YNR052C	chrXIV	-	719124	719346	2.663677	2.699124	7.843619
.	YNR053C	chrXIV	-	720921	721120	32.345001	32.775433	95.244972
.	YNR054C	chrXIV	-	723220	723356	3.729927	3.779564	10.983361
.	YNR056C	chrXIV	-	731597	731618	1.136364	1.151486	3.346204
.	YNR057C	chrXIV	-	733335	733356	8.045455	8.152520	23.691116
.	YNR058W	chrXIV	+	735733	735758	1.038492	1.052312	3.058004
.	YNR059W	chrXIV	+	738545	738572	15.428572	15.633889	45.431873
.	YNR073C	chrXIV	-	774764	774792	2.517241	2.550740	7.412415
.	YNR067C	chrXIV	-	755735	755746	4.583333	4.644326	13.496350
.	YNR068C	chrXIV	-	760032	760067	4.555555	4.616179	13.414554
.	YNR069C	chrXIV	-	761079	761123	2.555556	2.589564	7.525239
.	YNR070W	chrXIV	+	769376	769491	13.120689	13.295294	38.635948
.	YNR071C	chrXIV	-	770325	770440	2.439655	2.472121	7.183950
.	YNR072W	chrXIV	+	774351	774471	2.041322	2.068487	6.010996
.	YNR074C	chrXIV	-	777518	777602	17.788235	18.024952	52.380272
.	YNR075W	chrXIV	+	781040	781056	13.705882	13.888274	40.359142
.	YNR075C-A	chrXIV	-	781500	781511	8.041667	8.148683	23.679962
.	YNR076W	chrXIV	+	782280	782298	3.563322	3.610741	10.492766
.	YOL164W-A	chrXV	+	4312	4324	3.692308	3.741444	10.872586
.	YOL164W	chrXV	+	8115	8458	10.909883	11.055067	32.125877
.	YOL163W	chrXV	+	10106	10125	3.050000	3.090588	8.981208
.	YOL160W	chrXV	+	14654	14667	1.071429	1.085687	3.154992
.	YOL159C-A	chrXV	-	14969	15233	25.950943	26.296288	76.416656
.	YOL159C	chrXV	-	17269	17281	6.076923	6.157792	17.894463
.	YOL158C	chrXV	-	19447	19491	21.733334	22.022552	63.997246
.	YOL157C	chrXV	-	22435	22525	5.934066	6.013034	17.473797
.	YOL156W	chrXV	+	26976	27023	1.468750	1.488296	4.324967
.	YOL155W-A	chrXV	+	27218	27562	8.724638	8.840742	25.691078
.	YOL155C	chrXV	-	28356	28703	25.113506	25.447706	73.950699
.	YOL154W	chrXV	+	35407	35488	3.365854	3.410645	9.911290
.	YOL151W	chrXV	+	44722	44793	11.402778	11.554522	33.577286
.	YOL149W	chrXV	+	45633	45691	11.084745	11.232257	32.640789
.	YOL145C	chrXV	-	48787	49555	56.358906	57.108906	165.957718
.	YOL146W	chrXV	+	49448	49542	0.000000	0.000000	0.000000
.	YOR396W	chrXV	+	1090863	1090943	4.827450	4.891692	14.215191
.	YPL282C	chrXVI	-	7917	7933	0.470588	0.476850	1.385721
.	YPL283C	chrXVI	-	200	280	5.071606	5.139097	14.934147
.	YPL280W	chrXVI	+	12600	12630	2.935484	2.974548	8.643997
.	YPL278C	chrXVI	-	15036	15053	14.666667	14.861845	43.188324
.	YPL277C	chrXVI	-	15385	15405	3.023809	3.064049	8.904084
.	YPL273W	chrXVI	+	26064	26207	11.069445	11.216753	32.595734
.	YPL272C	chrXVI	-	26533	26611	1.341772	1.359628	3.951060
.	YPL271W	chrXVI	+	30267	30979	51.354839	52.038250	151.222458
.	YPL268W	chrXVI	+	37845	37962	7.711864	7.814490	22.708805
.	YPL267W	chrXVI	+	38798	38874	7.168831	7.264231	21.109758
.	YPL266W	chrXVI	+	40077	40167	4.769231	4.832698	14.043756
.	YPL265W	chrXVI	+	42869	42894	22.961538	23.267101	67.613884
.	YPL262W	chrXVI	+	48802	48981	15.783334	15.993371	46.476524
.	YOL144W	chrXV	+	54552	54587	172.972229	175.274078	509.344116
.	YOL142W	chrXV	+	56280	56345	8.333333	8.444230	24.538818
.	YOL139C	chrXV	-	60241	60383	6.790210	6.880571	19.994848
.	YOL138C	chrXV	-	61286	61325	2.250000	2.279942	6.625482
.	YOL137W	chrXV	+	67114	67167	17.722221	17.958063	52.185894
.	YOL135C	chrXV	-	69248	69376	10.581395	10.722209	31.158594
.	YOL133W	chrXV	+	70690	70704	240.199997	243.396484	707.306946
.	YOL131W	chrXV	+	73357	73431	2.786667	2.823751	8.205782
.	YOL130W	chrXV	+	76979	76999	22.904762	23.209570	67.446701
.	YOL129W	chrXV	+	78114	79120	24.517378	24.843645	72.195305
.	YOL125W	chrXV	+	85264	85375	8.232142	8.341694	24.240850
.	YOL124C	chrXV	-	85382	85456	7.253334	7.349859	21.358591
.	YOL122C	chrXV	-	89503	89692	23.952631	24.271383	70.532310
.	YOL121C	chrXV	-	91642	92026	14.009091	14.195518	41.251987
.	YOL120C	chrXV	-	93381	93395	64.066666	64.919250	188.654465
.	YOL119C	chrXV	-	94706	94856	9.437086	9.562671	27.788994
.	YOL118C	chrXV	-	96594	96608	2.133333	2.161723	6.281937
.	YOL117W	chrXV	+	99488	99576	2.247191	2.277096	6.617210
.	YOL116W	chrXV	+	100957	100977	22.095238	22.389273	65.062927
.	YOL114C	chrXV	-	103306	103317	11.166667	11.315269	32.882019
